title,company_name,company_field,category_major,category_minor,employment_type,seniority,location,number_of_hire,experience,salary_range,skills,job_description,requirements,job_url,company_size,company_address,company_about,company_url
財務會計專員 Finance & Accounting Specialist,FinoCapital,Software,Finance,Corporate Finance,Full-time,Entry level,"Neihu District, Taipei City, Taiwan",2,No requirement for relevant working experience,"40,000 ~ 70,000 TWD / month","['Finance', 'Accounting']","About the Role
FinoCaptial 的財會團隊是我們的堅實後盾，財會夥伴們確保每一筆交易紀錄的準確與真實性，堅定地守護公司的財務健康與穩定。
而在 FinoCaptial 不停擴展的此時，我們需要對於財務會計有興趣及熱情的你加入。這會是你嘗試企業財會的第一步，循序漸進地接觸會計、財務、稅務三個面向，認識且參與企業的營運狀況。你將會和團隊內的夥伴緊密合作，藉由精確處理帳務、把關資金流動，成為團隊的最大動力！  What You'll Do

負責日常帳務處理，包含應付/應收帳款、請款單入帳、發票開立及收款沖帳。
核對及整理各類會計憑證、發票及付款單據。
每月結帳及對帳，確保帳務準時完成及正確完整。
辦理銀行現金存、提款、匯款轉帳等付款作業，以及零用金異動與撥補。
負責稅務申報，營業稅、營所稅、各類所得扣繳等。
協助編制財務相關報表，包含科餘表、帳齡表等。
協助簽證會計師查核事項，進行年度查核與審計作業。
協助財務會計專案推動與執行，如：優化應收應付流程、參與會計系統導入等。","What We Look For
🙌🏻 歡迎應屆畢業生投遞履歷 🙌🏻

曾修習初會，對於會計原則、稅法有基礎概念且有興趣。
熟悉 Excel，對於常見的函數不陌生（如樞紐分析、Vlookup）。
個性細心、對數字靈敏，處理帳目計算不會感到害怕。
邏輯清晰、有條有理，具備縝密的問題分析與解決能力。",https://www.cake.me/companies/finocapital/jobs/finance-accounting-specialist?locale=en,11 - 50 people,台灣台北市內湖區瑞光路335號,"馥諾資本致力於連結國內外的酒品品牌與經銷商，為台灣的餐廳酒吧及零售等通路提供品質優良、原廠保障的酒品與飲料。我們的供應鏈穩健且合作夥伴廣泛，包含來自歐洲及美洲的優質葡萄酒與高品質烈酒，確保經銷商能夠穩定地向客戶提供頂級酒品。
我們不僅協助經銷商建立專業形象，更透過數位化管理及解決方案，以智慧化的服務與科技化的倉儲管理提升採購效率，讓我們的合作夥伴能專注於拓展市場，持續蓬勃發展。",https://www.cake.me/companies/finocapital
執行長秘書 CEO Secretary,FinoCapital,Software,Management / Business,Secretary,Full-time,Entry level,"Neihu District, Taipei City, Taiwan",1,2 years of experience required,"50,000 ~ 100,000 TWD / month",[],"About the Role
我們正在尋找喜歡經營細節的你！
如果你是一個愛動腦、喜歡解決問題，又能接受各種挑戰的人，這份執行長秘書的職位絕對適合你！在這裡，你將成為執行長團隊的重要夥伴，協助處理日常行政事務，支持辦公室運作，並與客戶及供應商等外部夥伴保持良好關係。無論是安排會議、管理資料，還是應對突發需求，我們需要的是一位樂於學習且能穩定支持團隊的夥伴。加入我們，成為讓團隊運作更流暢的關鍵角色吧！
  
What You'll Do

負責協調執行長的日常行程，安排內部及外部會議。
規劃執行長的國內外差旅，包括訂票、住宿和行程安排。
處理辦公室的行政事務，如文件整理、採購辦公用品、費用報銷等。
參與各項業務專案的執行，提供必要的行政和營運支持。
維護汽車長租客戶的關係，協助解決客戶的問題及處理意外狀況。
聯繫外部夥伴，如車商和保險公司，處理合約、罰單及保險文件等事宜。
協助人事團隊策劃和執行內部活動，管理細節並確保活動順利進行。
收集、整理和分析業務數據，生成報告以支持執行長的決策。
根據執行長的需求處理臨時的任務，靈活應對各類突發狀況。","What We Look For

兩年以上行政或秘書工作經驗，有管理層協作經驗者為佳。
中英文流利，能夠在多元文化環境中溝通自如。
對數字靈敏，且熟悉 Google Sheet / Google Doc 等文書軟體。
具備出色的時間管理和多任務處理能力，能在壓力下妥善安排工作優先順序。
靈活應變、快速解決問題，能在變化的環境中提供建設性建議。
在日常任務中展現精準度，確保每個細節都無誤。
樂於溝通、喜歡與人接觸，對於經營客戶關係不怕生。
面對挑戰保持積極心態，具備良好的抗壓能力和迎接新事物的自信。
樂於動手解決問題，而不是僅停留在思考層面，願意全力以赴，確保每件事情都能順利完成。",https://www.cake.me/companies/finocapital/jobs/secretary-ceo?locale=en,11 - 50 people,台灣台北市內湖區瑞光路335號,"馥諾資本致力於連結國內外的酒品品牌與經銷商，為台灣的餐廳酒吧及零售等通路提供品質優良、原廠保障的酒品與飲料。我們的供應鏈穩健且合作夥伴廣泛，包含來自歐洲及美洲的優質葡萄酒與高品質烈酒，確保經銷商能夠穩定地向客戶提供頂級酒品。
我們不僅協助經銷商建立專業形象，更透過數位化管理及解決方案，以智慧化的服務與科技化的倉儲管理提升採購效率，讓我們的合作夥伴能專注於拓展市場，持續蓬勃發展。",https://www.cake.me/companies/finocapital
Finance & Accounting Specialist,AIFIAN,Mobile Apps,Finance,Management Accounting,Full-time,Entry level,"Neihu District, Taipei City, Taiwan",2,1 years of experience required,Negotiable,[],"About AIFIAN
AIFIAN is at the forefront of transforming real-world asset investment globally. Our mission is to democratize access to smart investment opportunities, leveraging advanced technology to bridge traditional finance and modern accessibility. Following our successful soft launch in Taiwan in 2023, focusing on the burgeoning market of liquor investments, we've captured significant enthusiasm. As we prepare to scale our operations internationally, we're expanding our team to champion AIFIAN's vision worldwide.
About the Role
As our Accounting Specialist, you will play a key role in managing the day-to-day financial transactions and ensuring the accuracy of our financial records. This position offers an exciting opportunity to contribute to the financial operations of a pioneering investment platform as we expand globally. You will work closely with the accounting team, assisting with various accounting tasks, including reconciliations, financial reporting, and maintaining accurate financial records. Your attention to detail and knowledge of accounting principles will be essential in supporting AIFIAN’s financial health and compliance.
What You'll Do

Manage daily accounting operations, including processing accounts payable and receivable, and ensuring accurate posting of transactions.
Assist in the preparation of financial reports, including balance sheets, income statements, and cash flow statements.
Maintain and update the general ledger, ensuring accuracy and compliance with accounting standards.
Assist with tax filings and ensure compliance with local and international tax regulations.
Help in preparing for audits by maintaining accurate and organized financial records.
Provide support for other accounting tasks as needed, contributing to the overall efficiency of the finance team.","What We Look For
1+ years of experience in accounting or finance, preferably in a similar role.Bachelor’s degree in Accounting, Finance, or a related field is preferred.Strong understanding of accounting principles and practices.Excellent attention to detail and accuracy in processing financial transactions.Strong organizational and time management skills, with the ability to manage multiple tasks simultaneously.Good communication skills, with the ability to work effectively within a team.Ability to thrive in a fast-paced, dynamic environment.",https://www.cake.me/companies/AIFIAN/jobs/accounting-specialist-229ee6?locale=en,11 - 50 people,台灣台北市內湖區瑞光路335號,"About AIFIAN
AIFIAN is at the forefront of transforming real-world asset investment globally. Our mission is to democratize access to smart investment opportunities, leveraging advanced technology to bridge traditional finance and modern accessibility. Following our successful soft launch in Taiwan in 2023, focusing on the burgeoning market of liquor investments, we've captured significant enthusiasm. As we prepare to scale our operations internationally, we're expanding our team to champion AIFIAN's vision worldwide.


Our values
At AIFIAN, we foster a collaborative environment devoid of traditional hierarchies. Titles and tenure are set aside as we let our accomplishments speak for themselves. We operate as a united team with a shared objective, constantly pushing each other to excel. Every team member is regarded as a decision-maker, holding autonomy and trust. We believe in the capability of our partners to shoulder responsibilities and contribute their best efforts.",https://www.cake.me/companies/AIFIAN
國外業務,杰拓國際股份有限公司,Consumer Electronics,Sales,International Sales Mgr.,Full-time,Entry level,"Neihu District, Taipei City, Taiwan",1,2 years of experience required,"43,000 ~ 65,000 TWD / month",[],杰拓國際為專業的3C產品品牌商與代理商，致力用專業的產品與服務深耕於台灣，同時積極佈局海外市場。我們始終堅持開發「美感」與「功能」兼具的3C周邊配件。我們的工作環境嚴謹但不嚴肅、氣氛活潑且充滿朝氣！竭誠歡迎您、加入我們的團隊！———【工作內容】———1.負責開拓海外市場，尋找國外戰略合作夥伴。2.根據國際市場變化適時調整銷售策略，以提高公司產品市場佔有率。3.規劃並達到預訂之業績目標，負責客戶維護及開發新客戶。4.提出市場建議、並協助規劃品牌新產品。5.掌握出貨狀況，並追蹤產品交期。6.瞭解品牌行銷，推廣自有品牌至全世界。———【工作條件】———※歡迎個性熱情活潑，談吐條理清晰。※精通英語能力，且願意使用英語溝通者。※具備三年以上國外業務工作經驗。,1.精通英語能力(聽說讀寫)2.有國外通路或代理商銷售經驗尤佳,https://www.cake.me/companies/jtlegend-d175e5/jobs/foreign-business-904d75?locale=en,11 - 50 people,台北市內湖區內湖路一段136號,"杰拓國際為專業的3C產品品牌商與代理商，我們致力用專業的產品與服務深耕於台灣，同時積極佈局海外市場。
JTLEGEND－我們引以為傲的自有品牌。JTLEGEND的產品以專業的設計和獨到的產品開發能力為基礎，打造全球受歡迎的3C配件品牌。我們始終堅持開發「美感」與「功能」兼具的3C周邊配件，旨在提升消費者的使用體驗為設計初衷，透過商品上的各種設計巧思，解決消費者在攜帶及使用3C裝置時的痛點。
JTLEGEND的產品目前已在日本、中國、香港、新加坡、泰國、菲律賓、杜拜等海外市場銷售。在台灣，我們與全台蘋果通路及各大3C業者、電信通路合作，相信您在相關通路都能看見JTLEGEND的身影。
除了自有品牌JTLEGEND外，我們的代理品牌商品-Spigen、ITSKIN，均與全台蘋果授權門市及大型連鎖賣場、電信業者、3C集中市場、獨立通訊門市等建立了良好的且穩定持續的交易關係。我們始終秉持著創造雙贏的交易策略和靈活有責任感的服務態度，以提供快速上架、快速分析回報、快速反應處理等透明且良好的代理服務，讓通路客戶放心地銷售所代理的商品。
因應國內與海外市場的擴展，希望我們的團隊能有更多優秀的夥伴加入，我們期待對自己有自信的你、喜歡品牌經營的你加入我們的團隊，一起為未來努力、一起經營並將品牌推廣至全球。
JTLEGEND品牌官網：
https://www.jtlegend.com.tw/
JTLEGEND品牌粉絲頁：
https://www.facebook.com/jtltaiwan/
代理品牌官網：
https://www.spigen.com.tw/
https://www.newcoast.store/

【我們重視實質的激勵】◆三節獎金◆業績獎金◆年終獎金【我們擁有越來越好的福利】◆彈性上下班制度◆員工健檢補助◆健檢帶薪休假1日◆員工購物優惠◆零食櫃◆定期員工聚餐◆冰箱/微波爐/烤麵包機一應俱全◆不定期免費下午茶◆還有可以欣賞台北市一角風景的休憩空間【我們具備交通便利性】◆捷運：搭乘捷運文湖線至西湖捷運站下車,步行約3-5分鐘。◆公車：搭乘任何一班有到「治磐新村」的車次,公車站牌就在我們公司下。【我們追求雙贏的生活】開放式的辦公環境、活力滿分的年輕團隊、扁平化的企業組織。我們提供一個盡情揮灑的舞台，更著重同仁可以工作與生活平衡。我們需要你的效率、創意和執行力，更重視你的舒適、開心和成就感。歡迎你加入我們一起創造Win Win的生活~",https://www.cake.me/companies/jtlegend-d175e5
專案經理/系統分析師(研發處 金融系統部),55688集團_台灣智慧生活網股份有限公司,SaaS / Cloud Services,Management / Business,Project Manager,Full-time,Entry level,"Sanzhong District, New Taipei City, Taiwan",1,5 years of experience required,"50,000 ~ 70,000 TWD / month","['軟體專案管理師', '營運管理師', '系統整合分析']",【工作內容】1. 作為溝通窗口，獨立面對內部/外部需求單位，提供系統使用說明、諮詢、解決各部門提出的問題。2. 參與專案執行各階段，包括：需求訪談、專案管理、功能測試、追蹤及處理各類專案問題。 a. 需求訪談：確認user需求，並了解此項需求影響範圍與實作方式。 b. 文件撰寫：撰寫Flow Chart、開發規格、專案管理、專案分析…文件。 c. 團隊協作：與設計合作，確認 UI / UX。與工程師合作，確認功能與開發時程。 d. 功能測試：測試開發內容，與客戶確認是否滿足需求。 e. 專案管理：專案時程控管，專案的規劃、執行、管理、追蹤。3. 其他主管交辦事項。,【具備的技能與特質】1. 具備3-5年以上的專案管理實務經驗。2. 熟悉軟體專案開發流程或後台系統的規劃與建置。3. 具備SA經驗或能力，能撰寫相關規格文件。4. 良好的思考邏輯，思路清晰，條理清楚，能抓住重點釐清問題。5. 良好的溝通能力，可做為跨部門/團隊間的溝通橋樑。6. 具備耐心、細心，願意進行繁瑣反覆的溝通、文件與測試工作。7. 具備抗壓性和責任感，能主動追蹤專案直到完成。8. 樂觀積極，可正面看待各種變化和挑戰。9. 具有好奇心，喜歡學習各種新知識和職能。10. 具備ERP、CRM…各項系統開發或導入經驗者尤佳。,https://www.cake.me/companies/55688/jobs/1f73e9?locale=en,51 - 200 people,台灣新北市三重區重新路五段609巷,"55688集團-台灣智慧生活網股份有限公司
55688集團從過往以『車』為中心轉變為以『人』為核心，從民眾生活面向發展平台媒合，子公司台灣智慧生活網的成立，更是期待透過乘車大數據和AI技術，開放平台成為場域提供者，廣邀其他生態圈加入，攜手創造平台多元化的價值。55688集團旗下關係企業，包括：台灣大車隊、55688代駕、全球快遞、潔衣家、生活大管家、金讚保修和台灣大旅遊等，皆以新創經濟為主軸，不斷擴展多角化的商業模式，相信將成為集團未來強大的發展助力。台灣智慧生活網將專注生活服務媒合為核心量能，透過數位科技、大數據運用、AI分析、全方位金流支付與高含金的680萬用戶數，媒合供需雙邊形成「新生活服務生態圈」，創造平台流量與價值，發展超級APP(super app)。如果你正在尋找一個能發揮自己的實力、揮灑無限創造力的舞台，55688集團誠摯邀請您成為我們的夥伴。",https://www.cake.me/companies/55688
資深後端工程師(研發處 金融系統部),55688集團_台灣智慧生活網股份有限公司,SaaS / Cloud Services,IT,Back-end Engineer,Full-time,Entry level,"Sanzhong District, New Taipei City, Taiwan",1,3 years of experience required,"50,000 ~ 65,000 TWD / month","['C#', '系統整合', 'SD']",【工作內容】1.遵守物件導向和 Clean Code原則進行軟體開發工作。2.規劃、開發、測試、部署、維護ASP.NET網站或WebAPI…等網路應用程式。3.協助PM與需求單位溝通，提供技術諮詢和建議。4.配合或帶領團隊夥伴如期如質完成需求開發和支援線上系統維運。5.參與新舊系統架構設計與重構，支持系統持續演化並足以應對快速變動的需求。6.協助團隊導入軟體新技術與新工具。7.撰寫和更新技術規格文件。8.定期向主管回報進度與相關開發問題。,【專業技能&必備條件】1.具備3年以上開發專案經驗，具備系統整合與資料串接開發經驗尤佳。2.熟悉C# 程式語言和若干相關技術－.NET Core/.NET Framework、Web API、MVC、Razor Pages、Web Form。3.熟悉 Microsoft SQL Server和任一相關ORM資料存取技術－Dapper、Entity Framework、Entity Framework Core、Linq。4.熟悉網頁開發相關技術－Javascript、HTML、AJAX、JSON、XML…。5.熟悉Git和Git Flow版本控制。6.良好的溝通、協調能力和團隊合作態度。7.思維邏輯條理清楚，工作態度積極負責。8.樂於分享和學習，可正面看待各種變化和挑戰。,https://www.cake.me/companies/55688/jobs/fdccb9?locale=en,51 - 200 people,台灣新北市三重區重新路五段609巷,"55688集團-台灣智慧生活網股份有限公司
55688集團從過往以『車』為中心轉變為以『人』為核心，從民眾生活面向發展平台媒合，子公司台灣智慧生活網的成立，更是期待透過乘車大數據和AI技術，開放平台成為場域提供者，廣邀其他生態圈加入，攜手創造平台多元化的價值。55688集團旗下關係企業，包括：台灣大車隊、55688代駕、全球快遞、潔衣家、生活大管家、金讚保修和台灣大旅遊等，皆以新創經濟為主軸，不斷擴展多角化的商業模式，相信將成為集團未來強大的發展助力。台灣智慧生活網將專注生活服務媒合為核心量能，透過數位科技、大數據運用、AI分析、全方位金流支付與高含金的680萬用戶數，媒合供需雙邊形成「新生活服務生態圈」，創造平台流量與價值，發展超級APP(super app)。如果你正在尋找一個能發揮自己的實力、揮灑無限創造力的舞台，55688集團誠摯邀請您成為我們的夥伴。",https://www.cake.me/companies/55688
執行製片,享影有限公司,Television & Film Production,Media / Communication,Film / TV / Video Production,Full-time,Entry level,"Songshan District, Taipei City, Taiwan 105",1,1 years of experience required,"33,000 ~ 40,000 TWD / month","['Photoshop', 'illustrator', 'Premiere Pro']",關於製片這個職務，最重要的以下幾個關鍵：1. 須即刻上手，至少1年以上經驗，包含前期規劃、拍攝執行以及後期分配等工作。2. 需要你/妳膽大心細，樂於迎接未知的變卦與挑戰。3. 良好的預算控管能力。4. 同時也是個問題解決專家，只要能解決的都不是問題。若以上你/妳都覺得好像有那麼一點符合你所擁有的技能跟特質，歡迎來跟我們聊聊！強者可談光速把你/妳的履歷射過來吧！,1. 一年以上相關工作經驗，熟悉或喜愛影視製作生態2. 具有良好溝通與組織能力，以及多任務處理能力3. 需要有汽機車駕照,https://www.cake.me/companies/fillup/jobs/advertising-production?locale=en,1 - 10 people,台北市松山區敦化北路303號10樓之2,「FILL UP」意指「填滿」，我們所追求的不僅是影像製作，更企盼將溫度與設計感注入畫面的每一幀。    讓理性與浪漫交相輝映，在映像中匯聚共生。,https://www.cake.me/companies/fillup
網路工程師(資訊處 網管部),55688集團_台灣智慧生活網股份有限公司,SaaS / Cloud Services,Engineering,Equipment Engineer,Full-time,Entry level,"Sanchong District, New Taipei City, Taiwan 241",1,1 years of experience required,"45,000 ~ 65,000 TWD / month","['Bandwidth LoadBalance', 'Server LoadBalance', 'SSLVPN']",1. 機房網路設備相關 Router、Switch、Firewall 等維護管理經驗。2. 負責維護管理集團所有網路與控管。3. 熟悉TCP/IP基本原理。4. 執行主管交辦的工作事項。5. 需輪班值機待命。6. 用戶端電腦障礙排除。7. 自主性高且具執行力及問題解決能力。8. 具工作熱忱及認真負責的敬業精神。加分條件- Server LoadBalance、Bandwidth LoadBalance 管理經驗。- Site to Site VPN、SSLVPN、WAF、動/靜態路由協定建置經驗。- CCNA。,,https://www.cake.me/companies/55688/jobs/97c8a4?locale=en,51 - 200 people,台灣新北市三重區重新路五段609巷,"55688集團-台灣智慧生活網股份有限公司
55688集團從過往以『車』為中心轉變為以『人』為核心，從民眾生活面向發展平台媒合，子公司台灣智慧生活網的成立，更是期待透過乘車大數據和AI技術，開放平台成為場域提供者，廣邀其他生態圈加入，攜手創造平台多元化的價值。55688集團旗下關係企業，包括：台灣大車隊、55688代駕、全球快遞、潔衣家、生活大管家、金讚保修和台灣大旅遊等，皆以新創經濟為主軸，不斷擴展多角化的商業模式，相信將成為集團未來強大的發展助力。台灣智慧生活網將專注生活服務媒合為核心量能，透過數位科技、大數據運用、AI分析、全方位金流支付與高含金的680萬用戶數，媒合供需雙邊形成「新生活服務生態圈」，創造平台流量與價值，發展超級APP(super app)。如果你正在尋找一個能發揮自己的實力、揮灑無限創造力的舞台，55688集團誠摯邀請您成為我們的夥伴。",https://www.cake.me/companies/55688
Senior Android Developer (研發處),55688集團_台灣智慧生活網股份有限公司,SaaS / Cloud Services,IT,Android Developer,Full-time,Entry level,"Sanzhong District, New Taipei City, Taiwan",2,3 years of experience required,"50,000 ~ 90,000 TWD / month","['Kotlin/Java', 'Kotlin Android', 'Kotlin/Android']",從計程車叫車 App 出發，55688 App 已突破 720 萬會員，App 累積超過 100 萬次下載，4.8 星高評價。我們的目標不只是讓用戶擁有完善的叫車體驗，更要透過快遞、找專家、洗衣等服務，讓用戶能在單一平台完成所有生活需求，打造強大的 Super APP！我們有大量來不及完成的創新點子等你一起完成，如果你熱愛優化卓越的用戶體驗、挑戰高流量技術極限，歡迎加入 55688 App 團隊，和我們一起改變出行生活！【工作內容】1. 負責 55688 Android App 多元產品開發優化，讓用戶擁有優質難忘的體驗。2. 持續追求 Android 業界主流新技術實踐、高安全性、高效能、低耦合架構。3. 與團隊 Code Review 並給予成員技術協助，參與內部技術分享並完成團隊工作。4. 密切與 PM、UI/UX 設計師、後端合作交付高品質產出，支援 PM 與需求單位技術諮詢。5. 協助編寫技術規格文件，確保團隊協作流程高效率。,【應徵條件】1. 具備 3 年以上 Android 平台開發經驗2. 精通 Kotlin / Java 程式語言3. 熟悉 MVVM / MVP / Clean Architecture 架構設計4. 熟悉 Jetpack Compose 並能夠客製化畫面5. 熟悉 Git Flow 版本控制以及多人協作經驗6. 熟悉後端 API 網路資料串接，運用 Retrofit / Coroutine / RxJava 框架經驗7. 具備 UI/UX 設計敏感度、注重細節及使用流程，能從使用者角度思考8. 具備良好的溝通協調能力、團隊合作意識，能協助 PM 與需求單位技術諮詢9. 具備清晰的邏輯梳理技術規格文件，工作認真負責樂於面對未知的挑戰【加分項目】1. 熟悉 Socket 連線資料串接2. 具備 App 模組化架構設計經驗3. 指導 Junior 工程師專案開發能力4. 具備測試經驗（Unit Test / UI Test / E2E Test）5. 建置 Jenkins CI/CD 自動部署流程優化6. 跨平台 Flutter 技術經驗，不排斥學習跨平台技術,https://www.cake.me/companies/55688/jobs/ac54c5?locale=en,51 - 200 people,台灣新北市三重區重新路五段609巷,"55688集團-台灣智慧生活網股份有限公司
55688集團從過往以『車』為中心轉變為以『人』為核心，從民眾生活面向發展平台媒合，子公司台灣智慧生活網的成立，更是期待透過乘車大數據和AI技術，開放平台成為場域提供者，廣邀其他生態圈加入，攜手創造平台多元化的價值。55688集團旗下關係企業，包括：台灣大車隊、55688代駕、全球快遞、潔衣家、生活大管家、金讚保修和台灣大旅遊等，皆以新創經濟為主軸，不斷擴展多角化的商業模式，相信將成為集團未來強大的發展助力。台灣智慧生活網將專注生活服務媒合為核心量能，透過數位科技、大數據運用、AI分析、全方位金流支付與高含金的680萬用戶數，媒合供需雙邊形成「新生活服務生態圈」，創造平台流量與價值，發展超級APP(super app)。如果你正在尋找一個能發揮自己的實力、揮灑無限創造力的舞台，55688集團誠摯邀請您成為我們的夥伴。",https://www.cake.me/companies/55688
企業員工乘車方案行銷推廣 專案副理/專案經理(企業服務部),55688集團_台灣智慧生活網股份有限公司,SaaS / Cloud Services,Management / Business,Business Development,Full-time,Entry level,"Zhongshan District, Taipei City, Taiwan",1,1 years of experience required,"35,000 ~ 55,000 TWD / month","['excel', 'powerpoint', 'word']","什麼是企業員工乘車方案？企業客戶員工洽公搭乘計程車時，不用先墊付車資，也不用向司機索取收據，透過55688 APP即可進行付款記帳，後續再透過月結對帳請款，省去後續車資申報的繁瑣作業。本服務免設定費、月租費，依照實際搭車的車資金額來做請款。【工作內容】 	協助規劃及執行企業客戶乘車行銷推廣方案。	透過集團內部廣宣資源，如：車內影音廣告、APP推撥/官網BANNER、EDM等廣宣版位，推廣企業員工乘車方案。	規劃及安排外部廣宣媒體，包括但不限：FB、IG、Threads、線下實體廣宣等…，擴大行銷推廣成果。	合作車輛總數超過26,000台，全台服務都可通，各種叫車管道均可支援，上櫃企業品牌有保障。	異業合作/策略輔銷方案洽談與執行。	其他主管交辦事項處理。",,https://www.cake.me/companies/55688/jobs/4b4617?locale=en,51 - 200 people,台灣新北市三重區重新路五段609巷,"55688集團-台灣智慧生活網股份有限公司
55688集團從過往以『車』為中心轉變為以『人』為核心，從民眾生活面向發展平台媒合，子公司台灣智慧生活網的成立，更是期待透過乘車大數據和AI技術，開放平台成為場域提供者，廣邀其他生態圈加入，攜手創造平台多元化的價值。55688集團旗下關係企業，包括：台灣大車隊、55688代駕、全球快遞、潔衣家、生活大管家、金讚保修和台灣大旅遊等，皆以新創經濟為主軸，不斷擴展多角化的商業模式，相信將成為集團未來強大的發展助力。台灣智慧生活網將專注生活服務媒合為核心量能，透過數位科技、大數據運用、AI分析、全方位金流支付與高含金的680萬用戶數，媒合供需雙邊形成「新生活服務生態圈」，創造平台流量與價值，發展超級APP(super app)。如果你正在尋找一個能發揮自己的實力、揮灑無限創造力的舞台，55688集團誠摯邀請您成為我們的夥伴。",https://www.cake.me/companies/55688
"Bad gateway
Error code 502",,,,,,,,,,,[],,,https://www.cake.me/companies/55688/jobs/65c8c0?locale=en,,,,
電商行銷專員,溫室工作室,Ecommerce,Marketing / Advertising,Marketer,Full-time,Entry level,Taiwan,1,No requirement for relevant working experience,"35,000 ~ 42,000 TWD / month",[],"我們是專注於原型食物的食品電商團隊，如果你對電商有興趣，想知道經營電商品牌所需執行的日常營運、想知道一個商品從零到暢銷需要怎麼做？期待你加入我們，所有的想法在這邊都有可能被實現。
【工作內容】- 文案撰寫：活動文案、Line文案、Email文案、產品相關知識文章等
- 網紅洽談：尋找合適KOL、安排檔期進行方式(圖文、影片、抽獎)
- 官網檔期企劃與執行：規劃每個節慶、會員日的優惠內容設計，並追蹤成效以便後續優化
- 電商工具使用：涵蓋crm系統、edm系統、GA數據監控等
- 各電商平台基本功能操作：涵蓋產品上下架、圖片更換、文字置放、頁面內容調整、庫存調整
- 後勤 各電商平台訂單資料彙整：涵蓋官網、蝦皮、momo、批發商、企業訂購、實體店訂單
- 後勤 客服端：回覆各電商平台、官方LINE的顧客訊息、解答顧客對產品、訂單的困惑與疑問*工作內容皆有完整執行流程，可以從基礎日常工作開始！【職務需求】- 細心，規劃能力強，能承受工作壓力- 優秀的溝通協調能力和即時執行力- 對於電商行銷、品牌經營、數據分析有高度熱情【加分條件】- 具備基礎相關電商營運、行銷操作經驗 (此為加分條件，無行銷經驗仍可投遞)- 熟悉遠端工作模式
【上班地點】- 工作地點：全遠端工作- 上班時間：9-18點
【面試流程】
採用Google Meet視訊面試",,https://www.cake.me/companies/healthy-whole/jobs/e-commerce-marketing-specialist-13e677?locale=en,1 - 10 people,台灣台北市大安區忠孝東路四段169號11 樓,"「溫室好食道」是專注於原型食物的食品品牌。 
我們堅持天然無添加的理念，從食材來源的嚴選、天然手工製程到最純淨的食品認證，打造美好無負擔的輕飲食主張，自許就像溫室一般，運用大自然的力量守護你我的健康，同時為忙碌的你，創造新鮮生活的每一刻。 
手工製作堅果、燕麥脆片、果乾，一起擁抱最真實純粹的美味！",https://www.cake.me/companies/healthy-whole
資深網站前端工程師(研發處 終端服務部),55688集團_台灣智慧生活網股份有限公司,SaaS / Cloud Services,IT,Software Engineer,Full-time,Entry level,"Sanzhong District, New Taipei City, Taiwan",1,1 years of experience required,"50,000 ~ 80,000 TWD / month","['Git', 'C#', 'Visual Studio']",==主要職責==*. 與PM/SA討論及確認需求規格*. 網站結構設計、前端網站開發*. 維護及優化現有的 Vue 3 網站專案*. 遵守系統開發規範*. 獨立開發前端網站*. 日常監控前端網站,==必備技能==*. [精通] Vue 3*. [熟悉] Pinia、Nuxt*. [熟悉] HTML5、CSS3、RWD、JavaScript、Typescript、切版*. [熟悉] SCSS、Bootstrap*. [熟悉] TCP、HTTP、CDN、JSON、MVVM 等，前端常用協定、架構、技術、資料結構*. [熟悉] Git*. [熟悉] 後端API 串接經驗==常用工具==*. 作業系統 : Windows*. 程式開發 : VS Code*. 討論規格 : Trello、Redmine、Figma*. 版本控管 : Gitlab、Sourcetree、TortoiseGit*. 雲端服務 : Google Cloud Platform==加分項目==*. [熟悉] React*. [熟悉] Tailwind*. [基礎] GCP Cloud Run 使用經驗其他條件：1.具備1年以上開發專案經驗，具備系統整合與資料串接開發經驗尤佳。2.熟悉網站前端程式語言及相關技術－Vue 3 ( 生命週期、及常用方法或套件 需特別熟悉 )、ECMAScript 6。3.熟悉網頁開發相關技術或規範－Javascript、HTML、CSS、SCSS、AJAX、Cookie存取、JSON…。4.熟悉 Git 版本控制。,https://www.cake.me/companies/55688/jobs/senior-system-analyst-r-amp-d-dispatch-department?locale=en,51 - 200 people,台灣新北市三重區重新路五段609巷,"55688集團-台灣智慧生活網股份有限公司
55688集團從過往以『車』為中心轉變為以『人』為核心，從民眾生活面向發展平台媒合，子公司台灣智慧生活網的成立，更是期待透過乘車大數據和AI技術，開放平台成為場域提供者，廣邀其他生態圈加入，攜手創造平台多元化的價值。55688集團旗下關係企業，包括：台灣大車隊、55688代駕、全球快遞、潔衣家、生活大管家、金讚保修和台灣大旅遊等，皆以新創經濟為主軸，不斷擴展多角化的商業模式，相信將成為集團未來強大的發展助力。台灣智慧生活網將專注生活服務媒合為核心量能，透過數位科技、大數據運用、AI分析、全方位金流支付與高含金的680萬用戶數，媒合供需雙邊形成「新生活服務生態圈」，創造平台流量與價值，發展超級APP(super app)。如果你正在尋找一個能發揮自己的實力、揮灑無限創造力的舞台，55688集團誠摯邀請您成為我們的夥伴。",https://www.cake.me/companies/55688
